"300","DL","0106","20110117","00016846","00002057","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016688","00000571","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016646","00001900","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016816","00000089","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016937","00004626","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016625","00000371","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016921","00003185","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016997","00004457","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016764","00002289","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016802","00002494","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016623","00002125","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016716","00003642","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016748","00002121","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016718","00001085","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016698","00003767","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016823","00000160","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016662","00004421","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016766","00003285","0001","C","305.00","USD",""
"300","DL","0106","20110117","00016758","00003707","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008029","00004016","0001","C","305.00","USD",""
"300","DL","0106","20100830","00007901","00000015","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008215","00004353","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008233","00002522","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008234","00002522","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008060","00000479","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008191","00003393","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008017","00004469","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008116","00001282","0001","C","305.00","USD",""
"300","DL","0106","20100830","00007961","00002731","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008161","00004622","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008249","00001262","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008227","00002101","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008194","00002570","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008213","00001567","0001","C","305.00","USD",""
"300","DL","0106","20100830","00007949","00001768","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008197","00004449","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008095","00003859","0001","C","305.00","USD",""
"300","DL","0106","20100830","00007904","00001153","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008212","00003381","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008158","00001017","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008021","00004598","0001","C","305.00","USD",""
"300","DL","0106","20100830","00007951","00002041","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008011","00002374","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008069","00002289","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008063","00003747","0001","C","305.00","USD",""
"300","DL","0106","20100830","00007945","00003060","0001","C","305.00","USD",""
"300","DL","0106","20100830","00008165","00001695","0001","C","305.00","USD",""
"300","AZ","0788","20110607","00063785","00002687","0001","P","515.00","EUR",""
"300","AZ","0788","20110607","00063734","00001206","0001","P","515.00","EUR",""
"300","DL","0106","20100830","00007933","00002574","0001","C","305.00","USD",""
"300","AZ","0788","20110607","00063758","00004192","0001","P","515.00","EUR",""
"300","AZ","0788","20110607","00063596","00004192","0001","P","515.00","EUR",""
"300","AZ","0788","20110607","00063737","00003157","0001","P","515.00","EUR",""
"300","AZ","0788","20110607","00063602","00003650","0001","P","515.00","EUR",""
"300","LH","0401","20110928","00072670","00000822","0001","C","599.00","EUR",""
"300","AZ","0788","20110607","00063911","00002249","0001","P","515.00","EUR",""
"300","DL","0106","20100830","00007976","00000933","0001","C","305.00","USD",""
"300","AZ","0788","20110607","00063923","00003630","0001","P","515.00","EUR",""
"300","LH","0401","20110928","00072672","00000084","0001","C","646.00","EUR",""
"300","AZ","0788","20110607","00063620","00003321","0001","P","515.00","EUR",""
"300","DL","0106","20100830","00007928","00004212","0001","C","305.00","USD",""
"300","AZ","0788","20110607","00063788","00004236","0001","P","515.00","EUR",""
"300","LH","0401","20110928","00072673","00000045","0001","C","599.00","EUR",""
"300","DL","0106","20101004","00010284","00000451","0001","C","305.00","USD",""
"300","AZ","0788","20110607","00063569","00002233","0001","P","515.00","EUR",""
"300","AZ","0788","20110607","00063827","00000499","0001","P","515.00","EUR",""
"300","LH","0401","20110928","00072675","00002210","0001","C","632.00","EUR",""
"300","AZ","0788","20110607","00063722","00000290","0001","P","515.00","EUR",""
"300","LH","0401","20110928","00072676","00003516","0001","C","599.00","EUR",""
"300","AZ","0788","20110607","00063809","00000535","0001","P","515.00","EUR",""
"300","AZ","0788","20110607","00063698","00003979","0001","P","515.00","EUR",""
"300","LH","0401","20110928","00072678","00000480","0001","C","632.00","EUR",""
"300","DL","0106","20101004","00010311","00002330","0001","C","305.00","USD",""
"300","AZ","0788","20110607","00063842","00002398","0001","P","515.00","EUR",""
"300","LH","0401","20110928","00072679","00002793","0001","C","599.00","EUR",""
"300","AZ","0788","20110607","00063857","00001952","0001","P","515.00","EUR",""
"300","DL","0106","20101004","00010201","00000772","0001","C","305.00","USD",""
"300","AZ","0788","20110607","00063665","00001627","0001","P","515.00","EUR",""
"300","LH","0401","20110928","00072681","00004085","0001","C","632.00","EUR",""
"300","AZ","0788","20110607","00063899","00001515","0001","P","515.00","EUR",""
"300","DL","0106","20101004","00010225","00000945","0001","C","305.00","USD",""
"300","AZ","0788","20110607","00063617","00003614","0001","P","515.00","EUR",""
"300","LH","0401","20110928","00072682","00002224","0001","C","566.00","EUR",""
"300","AZ","0788","20110607","00063908","00001089","0001","P","515.00","EUR",""
"300","AZ","0788","20110607","00063623","00003590","0001","P","515.00","EUR",""
"300","LH","0401","20110928","00072684","00002202","0001","C","632.00","EUR",""
"300","AZ","0788","20110607","00063893","00001703","0001","P","515.00","EUR",""
"300","LH","0401","20110928","00072685","00004147","0001","C","566.00","EUR",""
"300","AZ","0788","20110607","00063854","00003670","0001","P","515.00","EUR",""
"300","DL","0106","20101004","00010422","00001282","0001","C","305.00","USD",""
"300","AZ","0788","20110607","00063689","00001198","0001","P","515.00","EUR",""
"300","LH","0401","20110928","00072687","00001232","0001","C","599.00","EUR",""
"300","DL","0106","20101004","00010361","00000090","0001","C","305.00","USD",""
"300","AZ","0788","20110607","00063773","00001707","0001","P","515.00","EUR",""
"300","AZ","0788","20110607","00063797","00003698","0001","P","515.00","EUR",""
"300","LH","0401","20110928","00072688","00001994","0001","C","599.00","EUR",""
"300","DL","0106","20101004","00010299","00001214","0001","C","305.00","USD",""
"300","AZ","0788","20110607","00063674","00000820","0001","P","515.00","EUR",""
"300","LH","0401","20110928","00072690","00000757","0001","C","632.00","EUR",""
"300","AZ","0788","20110607","00063917","00004369","0001","P","515.00","EUR",""
"300","AZ","0788","20110607","00063926","00001575","0001","P","515.00","EUR",""
"300","LH","0401","20110928","00072691","00000862","0001","C","599.00","EUR",""
"300","AZ","0788","20110607","00063881","00004281","0001","P","515.00","EUR",""
