"300","LH","402","20120109","116914","2272","O","AIRPORT"," "
"300","UA","3516","20110719","117491","2272","O","AIRPORT"," "
"300","UA","3516","20110809","118879","2272","O","AIRPORT"," "
"300","AZ","790","20100728","118602","2272","O","AIRPORT"," "
"300","AZ","791","20110407","154018","2272","O","AIRPORT"," "
"300","LH","455","20100628","148023","2272","O","AIRPORT"," "
"300","LH","455","20110418","158600","2769","O","AIRPORT"," "
"300","AZ","791","20101014","147727","2272","O","AIRPORT"," "
"300","AZ","790","20110803","134995","2769","O","AIRPORT"," "
"300","AZ","791","20100923","146921","2272","O","AIRPORT"," "
"300","LH","454","20110723","138166","2769","O","AIRPORT"," "
"300","UA","3517","20110221","147381","2272","O","AIRPORT"," "
"300","AZ","790","20110831","136465","2769","O","AIRPORT"," "
"300","AZ","791","20101216","150010","2272","O","AIRPORT"," "
"300","LH","454","20110611","136197","2769","O","AIRPORT"," "
"300","LH","455","20100712","148700","2272","O","AIRPORT"," "
"300","UA","3517","20100906","136807","2769","O","AIRPORT"," "
"300","AZ","791","20110922","159873","2272","O","AIRPORT"," "
"300","LH","454","20110416","133784","2769","O","AIRPORT"," "
"300","LH","455","20110801","162208","2272","O","AIRPORT"," "
"300","UA","3517","20101227","143677","2769","O","AIRPORT"," "
"300","LH","455","20110725","162027","2272","O","AIRPORT"," "
"300","UA","3517","20101011","139161","2769","O","AIRPORT"," "
"300","LH","455","20110131","155946","2272","O","AIRPORT"," "
"300","UA","3517","20101129","141929","2769","O","AIRPORT"," "
"300","UA","3517","20110711","155791","2272","O","AIRPORT"," "
"300","LH","454","20110924","141283","2769","O","AIRPORT"," "
"300","AZ","791","20110804","158176","2272","O","AIRPORT"," "
"300","UA","3517","20120423","166624","2769","O","AIRPORT"," "
"300","UA","3517","20110808","157489","2272","O","AIRPORT"," "
"300","UA","3517","20111128","164903","2769","O","AIRPORT"," "
"300","AZ","790","20110817","135907","2272","O","AIRPORT"," "
"300","UA","3517","20111114","164339","2769","O","AIRPORT"," "
"300","UA","3517","20100920","137559","2272","O","AIRPORT"," "
"300","LH","2462","20111028","265983","2769","O","AIRPORT"," "
"300","UA","3517","20100920","137667","2272","O","AIRPORT"," "
"300","LH","2462","20111118","266637","2769","O","AIRPORT"," "
"300","AZ","790","20110914","137128","2272","O","AIRPORT"," "
"300","LH","2462","20110916","264178","2769","O","AIRPORT"," "
"300","AZ","790","20110420","130386","2272","O","AIRPORT"," "
"300","LH","2462","20110211","256132","2769","O","AIRPORT"," "
"300","LH","454","20111126","144204","2272","O","AIRPORT"," "
"300","LH","2463","20101211","276239","2769","O","AIRPORT"," "
"300","LH","455","20100426","145878","2272","O","AIRPORT"," "
"300","LH","2463","20101030","274757","2769","O","AIRPORT"," "
"300","UA","3517","20101018","139492","2272","O","AIRPORT"," "
"300","LH","2463","20110219","278813","2769","O","AIRPORT"," "
"300","LH","454","20110903","140096","2272","O","AIRPORT"," "
"300","LH","2463","20100626","270307","2769","O","AIRPORT"," "
"300","LH","2462","20111104","266027","2272","O","AIRPORT"," "
"300","LH","2436","20110514","240460","2769","O","AIRPORT"," "
"300","LH","2462","20110218","256419","2272","O","AIRPORT"," "
"300","LH","2415","20110812","227922","2769","O","AIRPORT"," "
"300","LH","2462","20110422","258634","2272","O","AIRPORT"," "
"300","LH","2415","20111021","230356","2769","O","AIRPORT"," "
"300","LH","2462","20110415","258528","2272","O","AIRPORT"," "
"300","LH","2462","20100625","247903","2769","O","AIRPORT"," "
"300","LH","2463","20100529","269359","2272","O","AIRPORT"," "
"300","LH","2462","20100528","247000","2769","O","AIRPORT"," "
"300","LH","2463","20100522","269132","2272","O","AIRPORT"," "
"300","LH","3577","20110924","309590","2769","O","AIRPORT"," "
"300","LH","2463","20100828","272570","2272","O","AIRPORT"," "
"300","LH","3577","20111029","311284","2769","O","AIRPORT"," "
"300","LH","2436","20100904","235262","2272","O","AIRPORT"," "
"300","LH","2463","20111001","287380","2769","O","AIRPORT"," "
"300","LH","2436","20110101","237807","2272","O","AIRPORT"," "
"300","LH","2463","20110702","283533","2769","O","AIRPORT"," "
"300","LH","2415","20111007","229954","2272","O","AIRPORT"," "
"300","LH","2462","20101008","251625","2272","O","AIRPORT"," "
"300","LH","2463","20110521","282140","2769","O","AIRPORT"," "
"300","LH","2462","20100618","247586","2272","O","AIRPORT"," "
"300","LH","3577","20110326","302839","2769","O","AIRPORT"," "
"300","LH","3577","20110917","309345","2272","O","AIRPORT"," "
"300","LH","3577","20110319","302538","2769","O","AIRPORT"," "
"300","LH","2463","20111210","289532","2272","O","AIRPORT"," "
"300","LH","3577","20100911","295883","2769","O","AIRPORT"," "
"300","LH","3577","20100703","293375","2272","O","AIRPORT"," "
"300","LH","3577","20110101","299949","2769","O","AIRPORT"," "
"300","LH","2463","20110528","282247","2272","O","AIRPORT"," "
"300","LH","2407","20110312","202220","2769","O","AIRPORT"," "
"300","LH","2463","20110521","282173","2272","O","AIRPORT"," "
"300","LH","2402","20120128","190189","2769","O","AIRPORT"," "
"300","LH","2463","20110828","285973","2272","O","AIRPORT"," "
"300","LH","2402","20111008","187791","2769","O","AIRPORT"," "
"300","LH","3577","20110219","301641","2272","O","AIRPORT"," "
"300","LH","2407","20111029","210960","2769","O","AIRPORT"," "
"300","LH","3577","20100911","295824","2272","O","AIRPORT"," "
"300","LH","2407","20110730","207238","2769","O","AIRPORT"," "
"300","LH","3577","20101106","297929","2272","O","AIRPORT"," "
"300","LH","2415","20100709","215563","2769","O","AIRPORT"," "
"300","LH","3577","20101204","298873","2272","O","AIRPORT"," "
"300","LH","2407","20111119","211954","2769","O","AIRPORT"," "
"300","LH","2407","20110108","200111","2272","O","AIRPORT"," "
"300","LH","2402","20110702","183840","2769","O","AIRPORT"," "
"300","LH","2407","20110108","199982","2272","O","AIRPORT"," "
"300","LH","2402","20101106","175372","2769","O","AIRPORT"," "
"300","LH","2402","20111105","188800","2272","O","AIRPORT"," "
"300","QF","5","20110304","19843","794","O","AIRPORT"," "
"300","LH","2407","20100911","195705","2272","O","AIRPORT"," "
"300","LH","400","20110226","19550","794","O","AIRPORT"," "
"300","LH","2407","20101009","196829","2272","O","AIRPORT"," "
"300","LH","400","20100717","5380","794","O","AIRPORT"," "
"300","LH","2407","20101009","196916","2272","O","AIRPORT"," "
"300","JL","407","20110805","20991","794","O","AIRPORT"," "
"300","LH","2407","20100626","193163","2272","O","AIRPORT"," "
"300","LH","400","20110205","17876","794","O","AIRPORT"," "
"300","LH","2415","20100820","216715","2272","O","AIRPORT"," "
"300","DL","106","20100524","1773","794","O","AIRPORT"," "
"300","LH","2415","20110408","224062","2272","O","AIRPORT"," "
"300","JL","407","20110506","16906","794","O","AIRPORT"," "
"300","LH","2415","20110225","222570","2272","O","AIRPORT"," "
"300","AZ","555","20110209","18626","794","O","AIRPORT"," "
"300","LH","2415","20110318","223322","2272","O","AIRPORT"," "
"300","LH","400","20110212","18626","794","O","AIRPORT"," "
"300","LH","2407","20111105","211336","2272","O","AIRPORT"," "
"300","DL","106","20110214","18705","794","O","AIRPORT"," "
"300","LH","2415","20100806","216329","2272","O","AIRPORT"," "
"300","AA","17","20100707","4851","794","O","AIRPORT"," "
"300","LH","2402","20110326","180349","2272","O","AIRPORT"," "
"300","AZ","555","20110511","24301","794","O","AIRPORT"," "
"300","LH","2402","20110305","179541","2272","O","AIRPORT"," "
"300","AZ","555","20110511","24331","794","O","AIRPORT"," "
"300","LH","2402","20110917","186718","2272","O","AIRPORT"," "
"300","QF","5","20100709","4932","794","O","AIRPORT"," "
"300","LH","2402","20100724","171572","2272","O","AIRPORT"," "
"300","AZ","555","20100630","4724","794","O","AIRPORT"," "
"300","LH","2402","20100424","168311","2272","O","AIRPORT"," "
"300","AZ","788","20100921","47780","794","O","AIRPORT"," "
